dataset,id,fp_sol,Address,SolidityVersion,property,SWC,DASP
eThor,0x1926a3254d6bb48f983d1890a993d618d1b6c9cf,d9853da686c5bb3f4f161083822fc0a3,0x1926a3254d6bb48f983d1890a993d618d1b6c9cf,0.4.6,[],[],[]
eThor,0x1b27996479b11abc8a8d0447deb3fb0183788484,5c1be500d6563c607ac8634e9ac48456,0x1b27996479b11abc8a8d0447deb3fb0183788484,0.4.6,[],[],[]
eThor,0x1c3c643f49be262c3040e917e7d2299b9bc081a1,9b71a9af2358963b46a92c2b3cc864b1,0x1c3c643f49be262c3040e917e7d2299b9bc081a1,0.4.6,[],[],[]
eThor,0x1dea4ca1ca2a2c946b233a227883ef6846cf17d5,31c05998ddce11142d31e5bea8359c4f,0x1dea4ca1ca2a2c946b233a227883ef6846cf17d5,0.4.8,['reentrancy'],[107],[1]
eThor,0x1e797ce986c3cff4472f7d38d5c4aba55dfefe40,4eb8f879ea15f24bb24b6027728131b1,0x1e797ce986c3cff4472f7d38d5c4aba55dfefe40,0.4.2,[],[],[]
eThor,0x2807e558a7eba8d25c3a05a0e7e9a6a437a6e6a4,cd3bbc46c2f6bec35d23c8b660bf901a,0x2807e558a7eba8d25c3a05a0e7e9a6a437a6e6a4,0.4.0,[],[],[]
eThor,0x28dcd428e8125990f9e5fe1b82db0e3ed240711c,a1b5213c8a26fb211a4c37ae996e0c07,0x28dcd428e8125990f9e5fe1b82db0e3ed240711c,0.4.2,[],[],[]
eThor,0x2a106e06cd26fad93f732daa4218fce4eac6d6d8,4d170b563b4b05e81e5fb375fd5c3481,0x2a106e06cd26fad93f732daa4218fce4eac6d6d8,0.4.1,['reentrancy'],[107],[1]
eThor,0x2a28cc275b458019910e3b8b8ee58f17eb6d38c8,1f3d57268206f69991ffde3e48b86b3b,0x2a28cc275b458019910e3b8b8ee58f17eb6d38c8,0.4.6,[],[],[]
eThor,0x2a650356bd894370cc1d6aba71b36c0ad6b3dc18,4e76d197c9abfae7f2f08c2e02b3732e,0x2a650356bd894370cc1d6aba71b36c0ad6b3dc18,0.4.8,[],[],[]
eThor,0x2abf00b596f4cb10384654dcd76253b3140d35ff,ba6a26a51badc57679851b309018eab9,0x2abf00b596f4cb10384654dcd76253b3140d35ff,0.4.6,['reentrancy'],[107],[1]
eThor,0x2c875e5ea4706b1978a41b59edf2d3af31d60e70,3213543265e254c7c67a1085d8714f3e,0x2c875e5ea4706b1978a41b59edf2d3af31d60e70,0.4.2,[],[],[]
eThor,0x2dc0170450e66af2d3f5c56aa0b20ec4a254902e,d2c1fd512d5ed924acfb7647113f45f4,0x2dc0170450e66af2d3f5c56aa0b20ec4a254902e,0.4.6,['reentrancy'],[107],[1]
eThor,0x2e1cff135ca6bbc0012a01fa246a0a39aeb10d2d,1b33d0c20abe23879a043d655f421b2f,0x2e1cff135ca6bbc0012a01fa246a0a39aeb10d2d,0.4.6,[],[],[]
eThor,0x2f81a082e11ee3ab3b063bb9605affc8e3121926,cfa65801b438ce712f6d82a274e9e0af,0x2f81a082e11ee3ab3b063bb9605affc8e3121926,0.4.4,[],[],[]
eThor,0x30e1a463ecf25dbba2f83cb3e4b10045f888e55b,64a52ae72e4952e5b373d8453b51d12e,0x30e1a463ecf25dbba2f83cb3e4b10045f888e55b,0.4.6,[],[],[]
eThor,0x319af0f8552e2caceb6a8b2541ef00239a6ae1cc,490bea87738e197f0955a044015f2908,0x319af0f8552e2caceb6a8b2541ef00239a6ae1cc,0.4.6,[],[],[]
eThor,0x32bacc8b241fb172fee18bda32527126c6f3c5f7,b67a25e0444c0cd7a57823c4384550b0,0x32bacc8b241fb172fee18bda32527126c6f3c5f7,0.4.4,['reentrancy'],[107],[1]
eThor,0x33098a5e8f5e932831434748cdad425487b9aaf1,5074ee1ef1168d21ca760af0e0dae763,0x33098a5e8f5e932831434748cdad425487b9aaf1,0.4.4,['reentrancy'],[107],[1]
eThor,0x33720000b3b3bd4b631b76f85049306be257ddc7,43d3923988eeb9883af6936c366779fb,0x33720000b3b3bd4b631b76f85049306be257ddc7,0.4.6,[],[],[]
eThor,0x3398080b81a1cff1429af347ce2b17fc28de3937,ce6675da411ecc335e89be4189d87b75,0x3398080b81a1cff1429af347ce2b17fc28de3937,0.4.0,[],[],[]
eThor,0x35bd607db942fe1f10ce12b309e3a67e16660fe1,7d889f717dc9653a45f2a230c2efea14,0x35bd607db942fe1f10ce12b309e3a67e16660fe1,0.4.9,['reentrancy'],[107],[1]
eThor,0x362bb67f7fdbdd0dbba4bce16da6a284cf484ed6,8d48645daadbca28270db15fc340f2db,0x362bb67f7fdbdd0dbba4bce16da6a284cf484ed6,0.4.6,['reentrancy'],[107],[1]
eThor,0x37c0f21f9dc15be832d06a3c79ee45d16f9ed1d6,96c7dabea735bea5a739e07fab0a34ce,0x37c0f21f9dc15be832d06a3c79ee45d16f9ed1d6,0.4.2,[],[],[]
eThor,0x385e817b0083724672cb998a7afcf6da05bc0c7f,0758f5676748686e276b507b607f3d35,0x385e817b0083724672cb998a7afcf6da05bc0c7f,0.4.6,[],[],[]
eThor,0x3a09769f27a6e4b01bc58b1273bcaa8159033ec5,78902daf6c646d04714637a71607b1fc,0x3a09769f27a6e4b01bc58b1273bcaa8159033ec5,0.4.6,['reentrancy'],[107],[1]
eThor,0x3aaa5474a09804b08120e6e33bfc433367ab238c,9a12b3a9869d281e9e824f31d7f26cfa,0x3aaa5474a09804b08120e6e33bfc433367ab238c,0.4.6,[],[],[]
eThor,0x3ac26f27595effeb5e426bd093081ec30ebdd545,51e3db2348306e22a0f109c0d8756be9,0x3ac26f27595effeb5e426bd093081ec30ebdd545,0.4.9,[],[],[]
eThor,0x3b6d241e1b38776c2efe944e7012239ed59334c1,dd28c77a21e8b4d8a29b2122488efe00,0x3b6d241e1b38776c2efe944e7012239ed59334c1,0.4.8,[],[],[]
eThor,0x3cf853facae392c3e4310ab805da30a1da508609,85bea685dff2cdbea35c1b08beb9b289,0x3cf853facae392c3e4310ab805da30a1da508609,0.4.6,[],[],[]
eThor,0x3d42f7eb6b97ab66d8d44c725651befe02a70e5e,4d92062bdba141f799776a738f8edfba,0x3d42f7eb6b97ab66d8d44c725651befe02a70e5e,0.4.4,[],[],[]
eThor,0x3eab9a2fa76f16cdc46e707ff928f7995886dee0,97de38d395d4dc84284c54a49b16fabf,0x3eab9a2fa76f16cdc46e707ff928f7995886dee0,0.4.6,['reentrancy'],[107],[1]
eThor,0x3efd578b271d034a69499e4a2d933c631d44b9ad,54e3beba4ddff7a98f90e099613a0e6e,0x3efd578b271d034a69499e4a2d933c631d44b9ad,0.4.0,[],[],[]
eThor,0x401e28717a6a35a50938bc7f290f2678fc0a2816,15c7b09fde87ff4c25709229e8d86e9f,0x401e28717a6a35a50938bc7f290f2678fc0a2816,0.4.0,['reentrancy'],[107],[1]
eThor,0x41dfc15cf7143b859a681dc50dcb3767f44b6e0b,c06dad74cbde3617f87d79ecdbac59d8,0x41dfc15cf7143b859a681dc50dcb3767f44b6e0b,0.4.8,[],[],[]
eThor,0x44691b39d1a75dc4e0a0346cbb15e310e6ed1e86,6e15a796e67f49d461c272a239b2f8c1,0x44691b39d1a75dc4e0a0346cbb15e310e6ed1e86,0.4.1,[],[],[]
eThor,0x44fb2663d37e36e4a2b4b865d9ec832e5da6a016,17272b14978f10ec7183fc4d41a8e2aa,0x44fb2663d37e36e4a2b4b865d9ec832e5da6a016,0.4.8,['reentrancy'],[107],[1]
eThor,0x45d147c800d401350b24fc1cd5fbc98040b177c8,c73fa27f9ce017c02dd2e11d0ba91ff4,0x45d147c800d401350b24fc1cd5fbc98040b177c8,0.4.2,['reentrancy'],[107],[1]
eThor,0x460dc8b70a189bee176d22d3f0272d171bd4c5ed,dc498839242fbbe2a85394a543657f04,0x460dc8b70a189bee176d22d3f0272d171bd4c5ed,0.4.6,['reentrancy'],[107],[1]
eThor,0x472d4827266f0e83d12feb52f785c7e22ab5f0b6,e75851a5d6b4c2c709655a946bfd0db2,0x472d4827266f0e83d12feb52f785c7e22ab5f0b6,0.4.6,[],[],[]
eThor,0x493f121b6f769fc8dbfb47ab834b13561d835009,bc24699748e89fb76044340d892a7873,0x493f121b6f769fc8dbfb47ab834b13561d835009,0.4.0,[],[],[]
eThor,0x498e950892260b0e9dfd5895d7501f340e92d263,a29571389af834c5e3db3618ac949cee,0x498e950892260b0e9dfd5895d7501f340e92d263,0.4.6,[],[],[]
eThor,0x4993cb95c7443bdc06155c5f5688be9d8f6999a5,f40afd3fefac7bcb1b05c424d48579a7,0x4993cb95c7443bdc06155c5f5688be9d8f6999a5,0.4.0,['reentrancy'],[107],[1]
eThor,0x4a56ebd89b2750bf42ddec1cd3845938983be0d2,f2b9683eb7bb0e23c29400bbb3bf4df4,0x4a56ebd89b2750bf42ddec1cd3845938983be0d2,0.4.2,['reentrancy'],[107],[1]
eThor,0x4a7fd82c5c173be7d41541b76c43e26553b0f28b,7a15bd289068291a9f8932102ebd494f,0x4a7fd82c5c173be7d41541b76c43e26553b0f28b,0.4.8,[],[],[]
eThor,0x4c24fd04063e8b1c881e5ec0f46208d66d010c64,76a846f8a0240bbbd5dbdb0eac0a01c5,0x4c24fd04063e8b1c881e5ec0f46208d66d010c64,0.4.8,[],[],[]
eThor,0x4c2c4511ba8f5b5f356adf7eaebce8dd2ea9a9c6,3f46cf71f48ef6ca73c7a53b5b091101,0x4c2c4511ba8f5b5f356adf7eaebce8dd2ea9a9c6,0.4.0,[],[],[]
eThor,0x4ed985e2da341e276bbf7782f2e1e30689d33c89,13371f6fcfda3a0fb88e0d404700725f,0x4ed985e2da341e276bbf7782f2e1e30689d33c89,0.4.2,[],[],[]
eThor,0x4f529990b7f3d1fb4152736155e431c96fd86294,104f0bb37ed8235a5567542988a0eef4,0x4f529990b7f3d1fb4152736155e431c96fd86294,0.4.6,[],[],[]
eThor,0x4fd997ed7c10dbd04e95d3730cd77d79513076f2,8bccc51179bd6a4072074711617d1abb,0x4fd997ed7c10dbd04e95d3730cd77d79513076f2,0.4.6,[],[],[]
eThor,0x5088c2985210925d15ea470a160fc08b352818d0,89808e226752d1bee3ff46a1dea1544a,0x5088c2985210925d15ea470a160fc08b352818d0,0.4.6,[],[],[]
eThor,0x50ae8d7c70c33d1f40b36c75fe9f560646134dd5,b0aac14023fd214c10ce8f5656731e9b,0x50ae8d7c70c33d1f40b36c75fe9f560646134dd5,0.4.6,['reentrancy'],[107],[1]
eThor,0x51dce38369b7d57d367fa1b738723a626f15b8ff,36b10d4a7e564aa6cddf03d46175c916,0x51dce38369b7d57d367fa1b738723a626f15b8ff,0.4.6,[],[],[]
eThor,0x52070b253406fc4f2bf71dbaf910f66c45828dba,213ac78de52b1d5b73222a4e647269ac,0x52070b253406fc4f2bf71dbaf910f66c45828dba,0.4.0,[],[],[]
eThor,0x5385d02f3a254ca716c144c7c333553a2e6ec931,a9cc5116934c947b30eb5e57df386e26,0x5385d02f3a254ca716c144c7c333553a2e6ec931,0.4.2,[],[],[]
eThor,0x53fdf0c63b87f2db6e2c58ab05a8a3c39d7d8d49,4baae957e144419d5f422d8c061d7d10,0x53fdf0c63b87f2db6e2c58ab05a8a3c39d7d8d49,0.4.7,[],[],[]
eThor,0x559b52b6a30ba913a7e8f85c4a6aa443a0fe66ab,cf0aad78f48c8a3a67e1e476e6ab8df7,0x559b52b6a30ba913a7e8f85c4a6aa443a0fe66ab,0.4.0,['reentrancy'],[107],[1]
eThor,0x5965c4ee0e04ab0aa480527b7c91be8deca47f9c,e59ed76338ec32c14922bf858d3dd5fc,0x5965c4ee0e04ab0aa480527b7c91be8deca47f9c,0.4.6,[],[],[]
eThor,0x5a4964bb5fdd3ce646bb6aa020704f7d4db79302,5f0839995f42647500c00172ccb218c0,0x5a4964bb5fdd3ce646bb6aa020704f7d4db79302,0.4.0,[],[],[]
eThor,0x5ae14c0101e0a40c709340592f1f1c052ef4ab92,ece94fd8c449a7175c8f4cd108c84ec8,0x5ae14c0101e0a40c709340592f1f1c052ef4ab92,0.4.6,[],[],[]
eThor,0x5bdf79f1e7431edb75537d23d3b404ef86f44316,d5150c92d22193b59dc0c83cbb979fd7,0x5bdf79f1e7431edb75537d23d3b404ef86f44316,0.4.6,[],[],[]
eThor,0x5d67888188772df8ed420e5be43820c9d98a8ef5,7292adb8d9ce813fd36e7687738e3de2,0x5d67888188772df8ed420e5be43820c9d98a8ef5,0.4.8,[],[],[]
eThor,0x5d951e9377ec3383808d842fb37182c1363ca34b,4e8ba79cce0f0e6dd028949c17072d38,0x5d951e9377ec3383808d842fb37182c1363ca34b,0.4.4,[],[],[]
eThor,0x5e3741d9faa0f62660bdecdd3ac43c97c83a9881,1ace4789a1fed6463552756539eeb658,0x5e3741d9faa0f62660bdecdd3ac43c97c83a9881,0.4.6,[],[],[]
eThor,0x5e49ec3fbd55e7b86a5a5b1a32c73aa44b42b4af,133aefc4f4e851bf0a66685b388461e0,0x5e49ec3fbd55e7b86a5a5b1a32c73aa44b42b4af,0.4.3,[],[],[]
eThor,0x5e569e1ecd56fe30dd97ee233ec1675b60fb6680,6876866d90fd59ca5fa0e6f41ffa67e7,0x5e569e1ecd56fe30dd97ee233ec1675b60fb6680,0.4.4,[],[],[]
eThor,0x5ed5b9a13af4581524ebb7a0701bc4366d002289,46d606e328e5569c4c9e027c31fe99ea,0x5ed5b9a13af4581524ebb7a0701bc4366d002289,0.4.6,[],[],[]
eThor,0x5f5d7147adb6ed31a2ca03ce3defb070a3be0ebb,920ec53e51a9724286fc749adc496cfc,0x5f5d7147adb6ed31a2ca03ce3defb070a3be0ebb,0.4.1,[],[],[]
eThor,0x600ad7b57f3e6aeee53acb8704a5ed50b60cacd6,9b1500746642e2f3c28c01e085c3130c,0x600ad7b57f3e6aeee53acb8704a5ed50b60cacd6,0.4.0,[],[],[]
eThor,0x60a76ea79ebc7264f2897ee7fe4f33f31ef25a74,189fc32c2d956ef31008eedfe9a880a0,0x60a76ea79ebc7264f2897ee7fe4f33f31ef25a74,0.4.2,[],[],[]
eThor,0x60b1bfaa999ab532df3ab804b43ed549a8636501,5013c5070384de60c0e95b1810f0c5eb,0x60b1bfaa999ab532df3ab804b43ed549a8636501,0.4.6,[],[],[]
eThor,0x60f0ee673e413e1c134d1497eeecce8ddd2fdd74,ab073164676011e7a4773e4f9dfcc8f2,0x60f0ee673e413e1c134d1497eeecce8ddd2fdd74,0.4.6,[],[],[]
eThor,0x62854fc64d74b7eb5e4d0a2910e277ffb4d3d1e3,3bfca29f0682cbe9660531f3054fa25b,0x62854fc64d74b7eb5e4d0a2910e277ffb4d3d1e3,0.4.8,[],[],[]
eThor,0x673f0dec1416803a39d50760c697fb26f4c539b0,8d7b4fa64f6cb6099fd382789095795e,0x673f0dec1416803a39d50760c697fb26f4c539b0,0.4.0,[],[],[]
eThor,0x6846b938f9be9f1eeeb9bfd853636c805f8f54d3,156fc36e6b8f1690a122490f92850a9b,0x6846b938f9be9f1eeeb9bfd853636c805f8f54d3,0.4.6,[],[],[]
eThor,0x693399aae96a88b966b05394774cfb7b880355b4,7659ad29230d62398ff513f1850a4118,0x693399aae96a88b966b05394774cfb7b880355b4,0.4.8,[],[],[]
eThor,0x69e5da6904f73dfa845648e1991ad1dcc780f874,8372aa42ea0ab6ba3902779e207fe299,0x69e5da6904f73dfa845648e1991ad1dcc780f874,0.4.6,['reentrancy'],[107],[1]
eThor,0x6adf9e666e3e85876b1ba25edb31799faad8417b,88ed40d3458369fd2b89e060275f4e99,0x6adf9e666e3e85876b1ba25edb31799faad8417b,0.4.6,[],[],[]
eThor,0x6ba4313d6b01efd3c81224a1d34794b2a0b0cf76,2c4b91cc4be3826201e30804297a6566,0x6ba4313d6b01efd3c81224a1d34794b2a0b0cf76,0.4.2,[],[],[]
eThor,0x6c5c0e2496d27f60c486faaaaa9bde58ea1dc386,7990b1772aa525c3ab47a288113924ba,0x6c5c0e2496d27f60c486faaaaa9bde58ea1dc386,0.4.8,[],[],[]
eThor,0x6d2f190e6fd3bece517cb817254e8411249656a6,4bb10d38e29a22ccaf28dc1d22caf799,0x6d2f190e6fd3bece517cb817254e8411249656a6,0.4.2,[],[],[]
eThor,0x6e01ee36b522a824609b7f7dfb5e4aa8fbb48934,c167f847e093b1b7947ca182fc7fe2d2,0x6e01ee36b522a824609b7f7dfb5e4aa8fbb48934,0.4.6,[],[],[]
eThor,0x709c7134053510fce03b464982eab6e3d89728a5,5fe73d9c557aac78b6ede1e2bb107834,0x709c7134053510fce03b464982eab6e3d89728a5,0.4.4,[],[],[]
eThor,0x70a8629c1b9a50133c5325502232bd54447beee7,d76d23c9efb7be046e070aad11980ae3,0x70a8629c1b9a50133c5325502232bd54447beee7,0.4.8,[],[],[]
eThor,0x723dff0e27cc38b80556f5e05dfdbdcb721654d7,168c5801595d4c0592a76a52a2638e0e,0x723dff0e27cc38b80556f5e05dfdbdcb721654d7,0.4.4,[],[],[]
eThor,0x72a68fb6d91ed8dc47b564e088e518c6d4a6ff44,a3e72e73faafea1b428744fcdac78d94,0x72a68fb6d91ed8dc47b564e088e518c6d4a6ff44,0.4.6,[],[],[]
eThor,0x740e6b6f0a0165e8bb3d1cdf94862bdffbded22e,2c8ab8695e13d6b8e7199c1b14c44960,0x740e6b6f0a0165e8bb3d1cdf94862bdffbded22e,0.4.6,['reentrancy'],[107],[1]
eThor,0x74aca0f1a40f7e0f3845dadf52c65060de7749af,01a8f206b8a8d4ad2fd3fd8f03f70ec5,0x74aca0f1a40f7e0f3845dadf52c65060de7749af,0.4.8,[],[],[]
eThor,0x75aa81161e07483f6ca199fef46c13eb13d190be,e21708560a41c4e69248853021afb37f,0x75aa81161e07483f6ca199fef46c13eb13d190be,0.4.6,[],[],[]
eThor,0x763465c2114e33886e1574e5994df1bb8cd5f160,781b4b91aaecaaaadc3393ec8a0860b1,0x763465c2114e33886e1574e5994df1bb8cd5f160,0.4.8,[],[],[]
eThor,0x76e580f75bf01bffbf4f44167d5822346de4f176,b0ca80c76a0d5c890088ec14a1bfda4e,0x76e580f75bf01bffbf4f44167d5822346de4f176,0.4.6,['reentrancy'],[107],[1]
eThor,0x77eec19c8ba79b1c7c79311ec810cbf88d924751,550dc9babd913742cecfdd3400ec2480,0x77eec19c8ba79b1c7c79311ec810cbf88d924751,0.4.6,['reentrancy'],[107],[1]
eThor,0x799f987acb75a571dd95f7fd152d30f50484b837,e7ee069717c1f8885efd8bb78dbda66e,0x799f987acb75a571dd95f7fd152d30f50484b837,0.4.8,[],[],[]
eThor,0x7be89db09b0c1023fd0407b24b98810ae97f61c1,a63c47b8aab1e40492cf6dd521957a74,0x7be89db09b0c1023fd0407b24b98810ae97f61c1,0.4.6,['reentrancy'],[107],[1]
eThor,0x7cf51743ed1bce645e1bb4a3619b73cc782c8de6,ec6b9b255a5963c51866349f95d26ea8,0x7cf51743ed1bce645e1bb4a3619b73cc782c8de6,0.4.0,[],[],[]
eThor,0x7da82c7ab4771ff031b66538d2fb9b0b047f6cf9,810355a7c028380b9908596702cbe8ce,0x7da82c7ab4771ff031b66538d2fb9b0b047f6cf9,0.4.4,[],[],[]
eThor,0x7fe180e63198e50057c3f2817d058e8904c650e3,ecfe4459532b6da306212bdd5108f72c,0x7fe180e63198e50057c3f2817d058e8904c650e3,0.4.6,[],[],[]
eThor,0x81a47e985b7a133728e97efc7f9ec3654b6e73f0,7a3d32f14c635dbccb9a869664b4463c,0x81a47e985b7a133728e97efc7f9ec3654b6e73f0,0.4.8,[],[],[]
eThor,0x82df5022fbcfdd877830371d7713f0181a554c9c,7a8a16a3a4c33c2e3da6e20d6439a1e1,0x82df5022fbcfdd877830371d7713f0181a554c9c,0.4.8,['reentrancy'],[107],[1]
eThor,0x83b6ad8e37ab7a4f71da533a35271484270ec6c2,46e9cd9a0f01b23e6fde68e0403611f2,0x83b6ad8e37ab7a4f71da533a35271484270ec6c2,0.4.2,['reentrancy'],[107],[1]
eThor,0x84d50ebf4737331fb41ff9e3c6c324262c5b661c,4a5f293ebc9629b609b7a3450a56b637,0x84d50ebf4737331fb41ff9e3c6c324262c5b661c,0.4.1,['reentrancy'],[107],[1]
eThor,0x85169e1f0d8c2f27dd44f1cfbb81172dfeafe7c1,11aca172784c464d9fd5c88f698ac350,0x85169e1f0d8c2f27dd44f1cfbb81172dfeafe7c1,0.4.6,[],[],[]
eThor,0x873c58020bcb114b4fea456cef93aaf58e8e305d,6e4b3ed000f12e010bb6cd71ea221ccc,0x873c58020bcb114b4fea456cef93aaf58e8e305d,0.4.8,[],[],[]
eThor,0x87b0de512502f3e86fd22654b72a640c8e0f59cc,bf37c4c55b5124bc418efd7418d249f0,0x87b0de512502f3e86fd22654b72a640c8e0f59cc,0.4.7,['reentrancy'],[107],[1]
eThor,0x8a70cf25cf32e728be9e30c20b2781f60cb0ed6d,82f07116ae65b2cfbb79bb9b0b985a56,0x8a70cf25cf32e728be9e30c20b2781f60cb0ed6d,0.4.2,['reentrancy'],[107],[1]
eThor,0x8af7243f9a173ad8ca6c8a3a053f0182c5352d15,039204deeed2612d8cec03eb9be3d5ac,0x8af7243f9a173ad8ca6c8a3a053f0182c5352d15,0.4.8,[],[],[]
eThor,0x8b807cf49ca593c4678811211df2992e64f2f3ef,62698b36004b272aaae495f90b7d6eae,0x8b807cf49ca593c4678811211df2992e64f2f3ef,0.4.6,[],[],[]
eThor,0x8c0a599d3ff4d3344cb93ae49247c11b645c5e44,f20d964d6fee201fd60a6a2814f0547d,0x8c0a599d3ff4d3344cb93ae49247c11b645c5e44,0.4.1,[],[],[]
eThor,0x8e66ffe69b3f8d78f2a696e40c02f7454c0a01d9,9bd06932291dd60f23e061081c125389,0x8e66ffe69b3f8d78f2a696e40c02f7454c0a01d9,0.4.6,[],[],[]
eThor,0x8f4e3d448a318c1dec52b3f22d77132a39c62025,4db17c016d7caf4387984599ed87e9cc,0x8f4e3d448a318c1dec52b3f22d77132a39c62025,0.4.1,[],[],[]
eThor,0x9047ef7c3d52956dd0909c1c1e011e986ce60691,a25eaf6c167062c2d664cebccee1c0c6,0x9047ef7c3d52956dd0909c1c1e011e986ce60691,0.4.6,['reentrancy'],[107],[1]
eThor,0x9053d234a1ff2290f087a1ca9460e3263121e580,e710c808e54ef6263a3f9083f3ca26c0,0x9053d234a1ff2290f087a1ca9460e3263121e580,0.4.4,['reentrancy'],[107],[1]
eThor,0x90aa6fb2c2ab2c9e3fd5634c054d636c708cd5f3,aeeca1fdbcfbbacf4633a57e059b015b,0x90aa6fb2c2ab2c9e3fd5634c054d636c708cd5f3,0.4.6,['reentrancy'],[107],[1]
eThor,0x911143d946ba5d467bfc476491fdb235fef4d667,af23f64f2837b1a629f6c7903507ad68,0x911143d946ba5d467bfc476491fdb235fef4d667,0.4.4,[],[],[]
eThor,0x911d71eed45dbc20059004f8476fe149105bf1dc,a746e2a46be20c1d5e59690711f8fc36,0x911d71eed45dbc20059004f8476fe149105bf1dc,0.4.8,[],[],[]
eThor,0x9220d625bd6bea95c865b3c4faf273bfbd6bc48a,7ea301a7e28fa31c13af90f452ff115a,0x9220d625bd6bea95c865b3c4faf273bfbd6bc48a,0.4.6,['reentrancy'],[107],[1]
eThor,0x936f78b9852d12f5cb93177c1f84fb8513d06263,c5ce66e5880e5bda265bdf93091eadb3,0x936f78b9852d12f5cb93177c1f84fb8513d06263,0.4.4,['reentrancy'],[107],[1]
eThor,0x938875f7a161ce2f4c314ba1bb3172dbf52ebb3d,4f085887b8c5b4b4a258a1000f470109,0x938875f7a161ce2f4c314ba1bb3172dbf52ebb3d,0.4.0,[],[],[]
eThor,0x93c9cce56a35a5bba00501a8dcd6ea1392ff3dfd,2ded699ba83f6c6d414c19375997ff31,0x93c9cce56a35a5bba00501a8dcd6ea1392ff3dfd,0.4.6,[],[],[]
