dataset,id,fp_sol,Address,SolidityVersion,property,SWC,DASP
SWCregistry,integer_overflow_multitx_multifunc_feasible_fixed,dc63a8a76bc9a56ab1617d500971495b,,0.4.23,[],[],[]
SWCregistry,integer_overflow_multitx_onefunc_feasible_fixed,04a8004f4d161150f9a5bad912ea1df3,,0.4.23,[],[],[]
SWCregistry,integer_overflow_multitx_onefunc_infeasible,4cba07901d5977d051b652e5cdb714ad,,0.4.23,[],[],[]
SWCregistry,mapping_perfomance_2,8c88cc187c64235f0cd2bed66c9e37b8,,0.4.22,[],[],[]
SWCregistry,mapping_performance_1,0b4e8eb359864e1ebeab51328cd56bdc,,0.4.22,[],[],[]
SWCregistry,modifier_reentrancy,8a051fd9de90b410e009445a486e1d10,,0.5.0,['reentrancy'],[107],[1]
SWCregistry,modifier_reentrancy_fixed,63b9572e2566f7504aaeaf5a4aced12f,,0.5.0,[],[],[]
SWCregistry,multiowned_not_vulnerable,14a8bbda468794fcd892b35ed3832087,,0.4.23,[],[],[]
SWCregistry,mycontract,d0361e2d039faf519251d3f574ad9d36,,0.4.24,['access_control-115'],[115],[2]
SWCregistry,mycontract_fixed,da4936b50dd40467242d2255c6d7d7e0,,0.4.25,[],[],[]
SWCregistry,odd_even,7a1e4935a13930251a2fbcab0f239a73,0xe9fcd2ded4a1c35cc84b4504e1d7df609a00ee43,0.5.0,['SWC-136'],[136],[10]
SWCregistry,odd_even_fixed,12cb73a15ca26bf59c4183bd067c5906,,0.5.0,[],[],[]
SWCregistry,old_blockhash_fixed,6ed8f2b13987e5c5945bfe64ae9e2d48,,0.4.24,[],[],[]
SWCregistry,out-of-bounds-exception,d62d77ef05286d5f6a0568f5d4eca99c,,0.5.0,['SWC-110'],[110],[10]
SWCregistry,overflow_simple_add,271e07634bf0623fa2d82b14f0980b34,,0.4.24,['arithmetic'],[101],[3]
SWCregistry,overflow_simple_add_fixed,44f3138f3f458a9813e353ccb41514fb,,0.4.24,[],[],[]
SWCregistry,proxy_fixed,a5ce46fef71be48d6f3e57d929866ddb,,0.4.24,[],[],[]
SWCregistry,proxy_pattern_false_positive,2a7fe1e6e21d90a99d66af3d8623f47c,,0.4.24,[],[],[]
SWCregistry,return_memory,7191817215d4e909289b050002f335f8,,0.5.0,['SWC-110'],[110],[10]
SWCregistry,rubixi,93fb5618bdca68a55cbd447bb48a77c0,,0.4.22,['SWC-105'],[105],[2]
SWCregistry,runtime_create_user_input,0ad31049154df70d7a12c76e3147f1b3,,0.4.22,['SWC-110'],[110],[10]
SWCregistry,runtime_user_input_call,598fbce8da121878121b1235aff55132,,0.4.19,['SWC-110'],[110],[10]
SWCregistry,semver_floating_pragma,898d46afd4261d9ce51c677a992a5f16,,0.6.0,['SWC-103'],[103],[10]
SWCregistry,semver_floating_pragma_fixed,98c9de736cb6c209fa525f937d793e89,,0.4.25,[],[],[]
SWCregistry,sha_of_sha_2_mappings,f0ba7adebdfc68141533450405bcf53a,,0.4.22,[],[],[]
SWCregistry,sha_of_sha_collision,c0b99b305687e290276e75ec2c183ba7,,0.4.22,['SWC-110'],[110],[10]
SWCregistry,sha_of_sha_concrete,57fa598a26ec96a5ddee6dd9b27ab16b,,0.4.22,[],[],[]
SWCregistry,simple_dao,ce2c268994894ce68931a375392d738e,,0.4.24,['reentrancy'],[107],[1]
SWCregistry,simple_suicide,97fd68edc015e73703df3268aa848b9b,0x816d5091bfc7fb29945ab9d2386d867bb5d6b002,0.4.22,['access_control-106'],[106],[2]
SWCregistry,storage,d9ef98121a943b6802290b8e7223e167,0x0e9bc39206663730e73b10fc3dcddaec966fe72e,0.4.24,['SWC-108'],[108],[2]
SWCregistry,suicide_multitx_feasible,cb59ebab657c4c0bb3ca88091af5f4cf,,0.4.23,['SWC-106'],[106],[2]
SWCregistry,suicide_multitx_infeasible,a86821581607c591e403934fbf8ec340,,0.4.23,[],[],[]
SWCregistry,time_lock,7b48f8872cd4c0341402cd36505e1f73,,0.5.0,['SWC-116'],[116],[8]
SWCregistry,timed_crowdsale,afb5fb77476d43ecb7e40ccd46651b63,,0.5.0,['time_manipulation'],[116],[8]
SWCregistry,token-with-backdoor,2863d65e378a66fddd0f96c51964ee62,,0.4.22,['SWC-110'],[110],[10]
SWCregistry,transaction_malleablity,ee62aff0ba56edb61d2de35d5fce9bc7,,0.4.24,['SWC-117'],[117],[2]
SWCregistry,transaction_malleablity_fixed,daa44151e4c30ee3dbcbb4ceec8fc493,,0.4.24,[],[],[]
SWCregistry,two_mapppings,8d85389e6c5475f771bc0c79f44e9e28,,0.4.22,[],[],[]
SWCregistry,typo_one_command,1502cf8839cd5b3d4f28f2899c18ce7e,,0.4.25,['SWC-129'],[129],[10]
SWCregistry,typo_safe_math,e0c5006d4f72715912d81c669c09454d,,0.4.25,['SWC-129'],[129],[10]
SWCregistry,typo_simple,8ce3aaba19b77fdaee75008bde0d397b,,0.4.25,['SWC-129'],[129],[10]
SWCregistry,unused_state_variables,c737b2fa419ab726965c63d4b2176a61,,0.5.0,['SWC-131'],[131],[10]
SWCregistry,unused_state_variables_fixed,71c246a43820bdd1d9aac58bf5ecbf18,,0.5.0,[],[],[]
SWCregistry,unused_variables,a1fa31b397c571bda0f123dbc505d448,,0.5.0,['SWC-131'],[131],[10]
SWCregistry,unused_variables_fixed,66f5298b045c4cfd1e8dd931fa8b2d62,,0.5.0,[],[],[]
SWCregistry,version_0_4_13,5a96faffdf6ff5556fc7f9ca93f81562,,0.4.13,['SWC-102'],[102],[10]
SWCregistry,visibility_not_set,c82625e3252bc8642cc2310358bc6050,,0.4.24,['SWC-100'],[100],[2]
SWCregistry,visibility_not_set_fixed,500596c90cce1c2c93e748b9d8b89a9d,,0.4.24,[],[],[]
SWCregistry,wallet,51c780cb21ecdba64311ebe32a8f8d4d,,0.5.0,['SWC-135'],[135],[10]
SWCregistry,wallet_01_ok,b07df4e56bcf5e7a3dcb71b76d4eb0c1,,0.4.24,[],[],[]
SWCregistry,wallet_fixed,ef1894be65ba2fe7b32d5a9010206534,,0.5.0,[],[],[]
